userid,label,ff,inf,type1,type2,type3,times,,,,,,,,,,,
616929422,1,22.21428571,0.027777778,0.972972973,0.027027027,0,0,1,1,1,0,1,0,0,0,0,0,1
616931759,1,16.78947368,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
616933132,1,15.56521739,0.043478261,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0
616934154,1,15.76190476,0.106382979,0.979166667,0.020833333,0,0,0,1,1,0,1,1,0,0,1,0,0
616937163,1,13.37037037,0.05,0.975609756,0.024390244,0,0,1,1,0,0,0,1,0,1,1,0,0
616940681,1,16.55,0.023809524,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
616944056,1,22.8125,0.04,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
616945290,1,26.69230769,0.117647059,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0
616949452,1,15.40909091,0.052631579,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0
616950850,1,18.31034483,0.049180328,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
616956439,1,17.55555556,0.09375,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0
616956640,1,16.10526316,0.051282051,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
616957257,1,25.71428571,0.089285714,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0
616964543,1,23,0.066666667,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0
616965906,1,22.46666667,0.044444444,0.97826087,0.02173913,0,1,1,1,0,0,1,1,1,0,1,0,0
616971945,1,33.9,0.071428571,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
616972396,1,24.73333333,0.025641026,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
616973721,1,21.46666667,0.222222222,0.964285714,0.035714286,0,1,0,1,0,1,0,1,0,0,1,0,0
616975862,1,13.69565217,0.055555556,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0
616976208,1,22.35714286,0.035714286,0.965517241,0.034482759,0,0,1,1,1,1,1,0,1,0,0,0,0
616977419,1,17.07692308,0.06,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
616977639,1,19.29411765,0.111111111,0.964285714,0.035714286,0,1,0,0,1,0,0,1,1,0,1,0,0
616977822,1,20.91666667,0.066666667,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0
616980013,1,24.69230769,0.060606061,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0
616988044,1,21.26315789,0.019607843,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0
616989279,1,23.3125,0.08,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0
616990658,1,20,0.032258065,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0
616991197,1,22.5,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
616991321,1,14.375,0.03125,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
616993101,1,16.61904762,0.060606061,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1
616997089,1,21.06666667,0.184210526,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
616998237,1,18.60714286,0.105263158,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0
616998587,1,38.33333333,0.137931034,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
617007034,1,17.7,0.111111111,0.964285714,0.035714286,0,0,1,1,0,1,0,0,1,1,0,1,0
617010578,1,25.23076923,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0
617011109,1,17.72222222,0.133333333,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
617012769,1,27.46153846,0.047619048,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0
617017911,1,17.66666667,0.088888889,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
617020095,1,14.625,0.096774194,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0
617020884,1,19.45,0.054054054,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
617021605,1,17.57894737,0.048780488,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
617025213,1,20.23529412,0.048780488,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0
617025589,1,15.31818182,0.054054054,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
617029885,1,25.29411765,0.078947368,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0
617031641,1,24.07692308,0.037037037,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0
617034173,1,34.08333333,0,0.956521739,0.043478261,0,0,0,0,1,1,1,1,0,1,0,1,1
617047718,1,18.82352941,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0
617051815,1,24.78571429,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
617053599,1,12.65384615,0.147058824,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1
617055658,1,16.44444444,0.130434783,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1
617060374,1,15.25,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
617068979,1,25.76923077,0.027777778,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1
617071743,1,15.2,0.066666667,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0
617072174,1,23.2,0.071428571,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
617073588,1,30.63636364,0.111111111,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1
617078388,1,23,0.142857143,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1
617079088,1,15.27272727,0.096774194,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1
617081967,1,22.125,0.1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0
617087922,1,22,0.081081081,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0
617096196,1,23.57142857,0.032258065,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
617096445,1,20.16666667,0.047619048,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
617096658,1,21.125,0.117647059,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
617105824,1,19.16666667,0.038461538,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
617106191,1,15.85714286,0.024390244,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
617110506,1,19.70588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617110971,1,26.66666667,0,0.974358974,0.025641026,0,0,1,0,1,1,1,0,0,0,1,0,0
617111228,1,38.11111111,0.074074074,0.931034483,0.068965517,0,0,0,1,0,0,1,0,1,1,1,0,1
617112977,1,18.29411765,0.076923077,0.962962963,0.037037037,0,0,1,0,0,0,0,0,1,1,0,1,1
617128027,1,16.72222222,0.08,0.961538462,0.038461538,0,0,0,0,1,0,1,1,0,0,0,0,1
617128626,1,23.92857143,0.090909091,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
617130613,1,16.47368421,0.054054054,0.948717949,0.051282051,0,0,1,0,1,0,0,0,1,1,0,1,1
617132436,1,14,0.095238095,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0
617155487,1,21.8125,0.037037037,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0
617170338,1,11.53846154,0.033333333,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1
617173576,1,23.26666667,0.047619048,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0
617176526,1,14.76190476,0.028571429,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0
617177639,1,23.27777778,0.058823529,0.980769231,0.019230769,0,0,0,1,1,1,0,0,0,1,0,0,0
617179003,1,18.55555556,0.115384615,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
617198204,1,16.71428571,0.058823529,0.971428571,0.028571429,0,0,0,1,1,0,1,1,0,1,0,0,1
617203363,1,19.55555556,0.133333333,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1
617214370,1,35.90909091,0.113636364,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1
617228152,1,20.8125,0.128205128,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
617228381,1,18.35294118,0.05,0.975609756,0.024390244,0,0,0,1,0,0,0,0,1,1,1,0,0
617233852,1,22.2,0.027777778,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0
617234497,1,18.26666667,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0
617236155,1,19.82352941,0.058823529,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1
617236411,1,21.5,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
617238800,1,12.7826087,0.103448276,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0
617240486,1,19.11111111,0.193548387,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0
617241478,1,23.30769231,0.03030303,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0
617244370,1,20.4375,0.117647059,0.971428571,0.028571429,0,1,0,1,0,1,1,1,1,0,1,1,0
617245921,1,17.31578947,0.027777778,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1
617247139,1,29.66666667,0.06,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0
617254082,1,27.5,0.142857143,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0
617257148,1,15.38095238,0.121212121,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0
617262093,1,24,0.08,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
617269412,1,25.18181818,0.09375,0.96969697,0.03030303,0,0,0,1,0,1,0,0,1,1,1,0,0
617273229,1,27,0,0.972222222,0.027777778,0,0,1,1,1,0,1,1,0,1,0,0,0
617275365,1,18.64705882,0.0625,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1
617276858,1,17.57894737,0.029411765,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0
617279043,1,22.05882353,0.108695652,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1
617279109,1,18.55,0.064516129,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0
617279835,1,40.25,0.125,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1
617280711,1,24.76923077,0,0.96875,0.03125,0,1,1,0,1,0,1,0,0,1,0,1,1
617284243,1,23.64285714,0.058823529,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0
617284591,1,19.66666667,0.042553191,0.979166667,0.020833333,0,1,0,1,1,0,1,0,1,0,1,1,0
617289713,1,15.5,0.051282051,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1
617293369,1,10.46666667,0.151515152,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
617294403,1,13.60869565,0.023809524,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0
617299004,1,18.66666667,0.083333333,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0
617299578,1,16.9,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1
617301783,1,19.3125,0.057142857,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0
617303057,1,29.58333333,0.1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
617306425,1,22.06666667,0.025,0.975609756,0.024390244,0,0,0,0,1,1,1,1,0,0,0,1,0
617309307,1,21.86666667,0.057142857,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0
617311261,1,16.2,0.038461538,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
617311634,1,18.11111111,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
617313262,1,33.4,0.023809524,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0
617313448,1,14.25,0.192307692,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0
617314330,1,25.69230769,0.066666667,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0
617315471,1,23.52173913,0.033898305,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0
617316416,1,32.5625,0.043478261,0.978723404,0.021276596,0,1,0,0,1,1,0,1,1,0,1,1,0
617316577,1,29.83333333,0.037735849,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
617320424,1,18.11111111,0.09375,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0
617324026,1,14.79166667,0.121212121,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0
617330065,1,17.5,0.1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0
617331506,1,15.94736842,0.0625,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0
617341446,1,26.72727273,0.028571429,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0
617342164,1,17.29032258,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
617342501,1,15.9047619,0.068965517,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
617342909,1,17.21052632,0.090909091,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
617343116,1,22.5,0.060606061,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0
617351701,1,12.92857143,0.24137931,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0
617356028,1,25.23076923,0.090909091,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0
617359641,1,20.1875,0.055555556,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0
617367702,1,21.2,0.023255814,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1
617368489,1,18.31578947,0.064516129,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0
617369459,1,20.1875,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0
617369720,1,21,0.12,0.961538462,0.038461538,0,1,0,1,0,1,1,0,0,1,0,1,0
617373484,1,22,0,0.966666667,0.033333333,0,0,1,1,1,0,0,1,0,1,0,0,1
617373638,1,17.77777778,0.096774194,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0
617377479,1,24.13333333,0.0625,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0
617380246,1,17.44444444,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1
617386858,1,21.1875,0.075,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
617389950,1,21.6,0.038461538,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0
617390783,1,26.63636364,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1
617392176,1,24.85714286,0.035714286,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0
617396030,1,14.28571429,0.12,0.925925926,0.074074074,0,0,1,0,0,1,1,0,0,1,1,0,1
617396809,1,12.59090909,0.105263158,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
617398277,1,17.64705882,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
617400276,1,20.3125,0.130434783,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0
617409472,1,18.72222222,0.125,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
617410411,1,15.55,0.045454545,0.956521739,0.043478261,0,1,0,0,1,1,1,1,0,1,1,1,1
617419878,1,23.53846154,0.033333333,0.967741935,0.032258065,0,1,0,0,0,1,1,0,1,0,0,1,1
617429491,1,17,0.041666667,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1
617430051,1,23.26666667,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0
617437469,1,16.44444444,0.066666667,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
617438377,1,12.47826087,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1
617445392,1,13.5,0.026315789,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
617446883,1,12.46153846,0.054054054,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
617447770,1,16.05555556,0.029411765,0.894736842,0.105263158,0,0,0,0,0,1,1,0,1,1,0,0,1
617448956,1,21.58333333,0.132075472,0.981481481,0.018518519,0,0,1,0,1,1,0,0,1,0,1,0,1
617450488,1,13.89473684,0.068965517,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0
617451689,1,19.23529412,0.023809524,0.954545455,0.045454545,0,0,0,0,0,1,1,1,0,1,1,0,0
617452824,1,16.10526316,0.272727273,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1
617453394,1,16,0.038461538,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1
617455882,1,17.10526316,0.034482759,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
617456450,1,14.27272727,0.083333333,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1
617458994,1,18.4375,0.057142857,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0
617461581,1,12.26923077,0.074074074,0.964285714,0.035714286,0,0,0,0,0,1,1,0,0,0,1,0,0
617462256,1,19.82352941,0.102564103,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1
617467087,1,18,0.022727273,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0
617469944,1,8.060606061,0.043478261,0.958333333,0.041666667,0,0,0,0,0,1,0,1,1,1,1,0,0
617471280,1,15.89473684,0.037037037,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1
617473160,1,16.57894737,0.085714286,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0
617477009,1,17.94444444,0.129032258,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1
617486653,1,20.4,0.076923077,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
617487586,1,20.125,0.103448276,0.966666667,0.033333333,0,0,1,0,1,1,0,0,0,1,0,0,0
617490522,1,14.76190476,0.107142857,0.965517241,0.034482759,0,0,1,0,0,1,0,0,0,1,1,0,1
617492364,1,18.05882353,0.028571429,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1
617494611,1,29.9,0.090909091,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1
617506290,1,26.32,0.074074074,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1
617508178,1,14.71428571,0.086956522,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0
617510269,1,16.73684211,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0
617524589,1,23.78571429,0.035714286,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
617534754,1,19.05882353,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0
617538588,1,25.58333333,0.074074074,0.964285714,0.035714286,0,0,0,1,0,0,0,1,0,1,1,1,1
617539440,1,19.25,0.051724138,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1
617541822,1,21.8,0.038461538,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1
617544722,1,9.909090909,0.0625,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1
617547588,1,20.5625,0.096774194,0.96875,0.03125,0,1,0,1,0,1,1,1,0,1,1,0,0
617556297,1,17,0.047619048,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1
617556760,1,20.39130435,0.087719298,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0
617557216,1,18.16666667,0,0.909090909,0.090909091,0,1,1,0,1,0,0,0,1,0,0,1,0
617557497,1,12.84,0.111111111,0.964285714,0.035714286,0,0,0,0,1,1,0,1,0,0,1,1,1
617557720,1,20.125,0.028571429,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
617560837,1,14.70833333,0.0625,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0
617564443,1,15.30434783,0.0625,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
617572647,1,29.83333333,0.037037037,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0
617575079,1,27.90909091,0.0625,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1
617578514,1,27.2,0.12,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0
617578990,1,17.23529412,0.068965517,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
617584099,1,13.46153846,0.146341463,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0
617588987,1,19.94117647,0.161290323,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0
617590863,1,25.08,0.051724138,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1
617596453,1,17.42105263,0.083333333,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1
617596978,1,15.8,0.064516129,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0
617597399,1,21.13333333,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
617602159,1,25.14285714,0.133333333,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1
617602292,1,15.10526316,0.027777778,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1
617605452,1,15.6,0.115384615,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
617608341,1,24.75,0.131147541,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
617617075,1,11.375,0.111111111,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1
617617449,1,17.5625,0.103448276,0.966666667,0.033333333,0,0,0,0,0,1,1,1,1,0,0,0,1
617617831,1,17.4,0.045454545,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
617618173,1,19.57142857,0.115384615,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
617620704,1,16.31578947,0.103448276,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
617622359,1,26.04166667,0.090909091,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1
617627840,1,9.836734694,0.086206897,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1
617629294,1,16.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617629634,1,19.17647059,0.035714286,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0
617630300,1,20.25,0.043478261,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
617632957,1,14.86363636,0.032258065,0.96875,0.03125,0,1,1,0,1,1,1,0,0,0,0,1,0
617633344,1,16.36842105,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1
617638457,1,33.5,0.3,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
617639339,1,18.55555556,0.018518519,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
617641534,1,3,0.138888889,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1
617647029,1,20.53846154,0.038461538,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0
617647398,1,11.7826087,0.066666667,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1
617662277,1,14.29166667,0.060606061,0.970588235,0.029411765,0,0,1,1,0,0,0,1,0,1,1,0,1
617668598,1,24.58333333,0.05,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0
617670195,1,11.22222222,0.117647059,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
617677309,1,14.40909091,0.117647059,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0
617678355,1,36.10526316,0.08,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
617679199,1,25.25,0.16,0.961538462,0.038461538,0,1,0,0,1,0,0,0,0,0,1,1,0
617679830,1,19.26315789,0.117647059,0.971428571,0.028571429,0,1,0,0,1,1,0,1,1,1,0,0,0
617680640,1,12.79166667,0.034482759,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
617684430,1,16.8125,0.1875,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1
617688070,1,18.48275862,0.048387097,0.984126984,0.015873016,0,0,1,0,1,0,0,1,1,1,0,0,0
617689102,1,17.8125,0.153846154,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
617690311,1,13.38095238,0.117647059,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0
617692004,1,24.46153846,0.027027027,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
617694691,1,15.85714286,0.024390244,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
617695084,1,11.8,0.074074074,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
617695825,1,21.33333333,0.060606061,0.970588235,0.029411765,0,1,1,1,0,0,1,1,1,0,1,0,0
617696176,1,27.09090909,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0
617697354,1,18.76470588,0.076923077,0.962962963,0.037037037,0,1,0,1,1,1,0,0,0,0,0,1,0
617706549,1,14.10526316,0.105263158,0.904761905,0.095238095,0,0,1,0,0,1,0,1,0,1,1,1,1
617710286,1,17.44444444,0.085714286,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0
617712875,1,17.15789474,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
617715995,1,26.5,0.033333333,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0
617716439,1,13.48,0.090909091,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1
617718785,1,20.2,0.12,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0
617721248,1,23.42857143,0.129032258,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0
617721359,1,12.95833333,0.081081081,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
617727291,1,17.16666667,0.161290323,0.96875,0.03125,0,1,0,1,1,0,1,1,0,0,0,1,0
617732455,1,28.83333333,0.151515152,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
617733045,1,14.05263158,0.03030303,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1
617733611,1,16.23529412,0,0.970588235,0.029411765,0,1,1,0,1,0,0,1,1,1,0,0,0
617733670,1,14.95238095,0.12,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0
617736616,1,22.92857143,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
617736822,1,14.61111111,0.090909091,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0
617739091,1,16.94444444,0.05,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
617739493,1,20.76923077,0.130434783,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
617742720,1,19.35294118,0.065217391,0.978723404,0.021276596,0,1,1,0,1,0,1,0,0,1,0,1,1
617745271,1,17.05882353,0.105263158,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
617746912,1,29.08695652,0.044776119,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1
617747498,1,16.26315789,0.08,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1
617748382,1,15.57142857,0.054054054,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0
617751431,1,18.58823529,0.064516129,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0
617758666,1,19.6,0.0625,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0
617758824,1,13.71428571,0.03125,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0
617763402,1,23.40909091,0.055555556,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0
617764330,1,20.21428571,0.115384615,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
617766838,1,17.1875,0.04,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
617767432,1,20.53333333,0.064516129,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0
617772457,1,15.68421053,0.035714286,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0
617778071,1,10.38461538,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
617779102,1,16.88888889,0.142857143,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0
617784376,1,20,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1
617785240,1,21,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0
617788541,1,15,0.086956522,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0
617790932,1,14.63157895,0.05,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0
617796849,1,19.3125,0.04,0.961538462,0.038461538,0,0,1,0,1,0,0,1,1,0,0,1,0
617801213,1,14.95238095,0.033333333,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
617806373,1,13.4,0.032258065,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0
617808561,1,16,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0
617813940,1,24.42857143,0.0625,0.96969697,0.03030303,0,1,0,0,1,0,1,1,1,1,1,0,0
617817961,1,11.45,0.071428571,0.965517241,0.034482759,0,0,0,0,1,0,1,1,0,1,0,1,0
617818221,1,13.18181818,0.0625,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1
